,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
Acetylcholine-Ach-CHAT_SLC10A4_CHRNA7,Acetylcholine-Ach-CHAT_SLC10A4_CHRNA7,Ach,Ach-CHAT_SLC10A4,CHRNA7,,,,,Neurotransmitter,Ach-(CHAT+SLC10A4) - CHRNA7,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC10A4, CHAT","Bile acid:sodium symporter (BASS) (TC 2.A.28), Carnitine/choline acetyltransferase",Cell membrane,"Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Transport, Ion transport, Glycoprotein, Symport, Sodium transport, Neurotransmitter biosynthesis, Disease variant, Congenital myasthenic syndrome, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRNA7,,,,,,,,NA,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRM1,Acetylcholine-Ach-CHAT_SLC18A3_CHRM1,Ach,Ach-CHAT_SLC18A3,CHRM1,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRM1,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM1,G-protein coupled receptor 1,"Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Alternative splicing, G-protein coupled receptor, Synapse, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRM2,Acetylcholine-Ach-CHAT_SLC18A3_CHRM2,Ach,Ach-CHAT_SLC18A3,CHRM2,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRM2,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM2,G-protein coupled receptor 1,"Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Synapse, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRM3,Acetylcholine-Ach-CHAT_SLC18A3_CHRM3,Ach,Ach-CHAT_SLC18A3,CHRM3,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRM3,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM3,G-protein coupled receptor 1,"Basolateral cell membrane, Endoplasmic reticulum membrane, Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Synapse, G-protein coupled receptor, 3D-structure, Endoplasmic reticulum, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRM4,Acetylcholine-Ach-CHAT_SLC18A3_CHRM4,Ach,Ach-CHAT_SLC18A3,CHRM4,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRM4,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM4,G-protein coupled receptor 1,"Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Synapse, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRM5,Acetylcholine-Ach-CHAT_SLC18A3_CHRM5,Ach,Ach-CHAT_SLC18A3,CHRM5,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRM5,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM5,G-protein coupled receptor 1,"Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Synapse, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A1_2B1DE,Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A1_2B1DE,Ach,Ach-CHAT_SLC18A3,CHRN_A1_2B1DE,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRN - A1 - 2B1DE,PMID: 33674322;uniprot;reactome;IUPHAR,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,"CHRNA1, CHRNB1, CHRND, CHRNE",Ligand-gated ion channel (TC 1.A.9),"Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Congenital myasthenic syndrome, Cell membrane, Transmembrane helix, Transport, Direct protein sequencing, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Phosphoprotein",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A1_2B1DG,Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A1_2B1DG,Ach,Ach-CHAT_SLC18A3,CHRN_A1_2B1DG,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRN - A1 - 2B1DG,PMID: 33674322;uniprot;reactome;IUPHAR,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,"CHRNA1, CHRNB1, CHRND, CHRNG",Ligand-gated ion channel (TC 1.A.9),"Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Congenital myasthenic syndrome, Cell membrane, Transmembrane helix, Transport, Direct protein sequencing, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Phosphoprotein",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A3_2B4_3,Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A3_2B4_3,Ach,Ach-CHAT_SLC18A3,CHRN_A3B4,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRN - A3 - 2B4 - 3,PMID: 33674322;uniprot;reactome;IUPHAR,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,"CHRNA3, CHRNB4",Ligand-gated ion channel (TC 1.A.9),"Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Glycoprotein, Ion transport, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A4B2,Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A4B2,Ach,Ach-CHAT_SLC18A3,CHRN_A4B2,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRN - A4B2,PMID: 33674322;uniprot;reactome;IUPHAR,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,"CHRNA4, CHRNB2",Ligand-gated ion channel (TC 1.A.9),"Cell membrane, Postsynaptic cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Palmitate",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC18A3_CHRNA7,Acetylcholine-Ach-CHAT_SLC18A3_CHRNA7,Ach,Ach-CHAT_SLC18A3,CHRNA7,,,,,Neurotransmitter,Ach-(CHAT+SLC18A3) - CHRNA7,PMID: 33674322;uniprot;reactome;IUPHAR,TRUE,"SLC18A3, CHAT","Major facilitator superfamily, Vesicular transporter, Carnitine/choline acetyltransferase","Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane","Disease variant, Membrane, Reference proteome, Congenital myasthenic syndrome, Transmembrane helix, Transmembrane, Transport, Synapse, Neurotransmitter transport, Cytoplasmic vesicle, Glycoprotein, Neurotransmitter biosynthesis, Phosphoprotein, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRNA7,,,,,,,,NA,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC5A7_CHRM1,Acetylcholine-Ach-CHAT_SLC5A7_CHRM1,Ach,Ach-CHAT_SLC5A7,CHRM1,,,,,Neurotransmitter,Ach-(CHAT+SLC5A7) - CHRM1,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC5A7, CHAT","Sodium:solute symporter (SSF) (TC 2.A.21), Carnitine/choline acetyltransferase","Synapse, Membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Transmembrane, Neuropathy, Symport, Sodium transport, Glycoprotein, Disease variant, Ion transport, Sodium, Reference proteome, Congenital myasthenic syndrome, Neurodegeneration, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Synapse, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM1,G-protein coupled receptor 1,"Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Alternative splicing, G-protein coupled receptor, Synapse, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC5A7_CHRM2,Acetylcholine-Ach-CHAT_SLC5A7_CHRM2,Ach,Ach-CHAT_SLC5A7,CHRM2,,,,,Neurotransmitter,Ach-(CHAT+SLC5A7) - CHRM2,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC5A7, CHAT","Sodium:solute symporter (SSF) (TC 2.A.21), Carnitine/choline acetyltransferase","Synapse, Membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Transmembrane, Neuropathy, Symport, Sodium transport, Glycoprotein, Disease variant, Ion transport, Sodium, Reference proteome, Congenital myasthenic syndrome, Neurodegeneration, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Synapse, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM2,G-protein coupled receptor 1,"Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Synapse, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC5A7_CHRM3,Acetylcholine-Ach-CHAT_SLC5A7_CHRM3,Ach,Ach-CHAT_SLC5A7,CHRM3,,,,,Neurotransmitter,Ach-(CHAT+SLC5A7) - CHRM3,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC5A7, CHAT","Sodium:solute symporter (SSF) (TC 2.A.21), Carnitine/choline acetyltransferase","Synapse, Membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Transmembrane, Neuropathy, Symport, Sodium transport, Glycoprotein, Disease variant, Ion transport, Sodium, Reference proteome, Congenital myasthenic syndrome, Neurodegeneration, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Synapse, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM3,G-protein coupled receptor 1,"Basolateral cell membrane, Endoplasmic reticulum membrane, Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Synapse, G-protein coupled receptor, 3D-structure, Endoplasmic reticulum, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC5A7_CHRM4,Acetylcholine-Ach-CHAT_SLC5A7_CHRM4,Ach,Ach-CHAT_SLC5A7,CHRM4,,,,,Neurotransmitter,Ach-(CHAT+SLC5A7) - CHRM4,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC5A7, CHAT","Sodium:solute symporter (SSF) (TC 2.A.21), Carnitine/choline acetyltransferase","Synapse, Membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Transmembrane, Neuropathy, Symport, Sodium transport, Glycoprotein, Disease variant, Ion transport, Sodium, Reference proteome, Congenital myasthenic syndrome, Neurodegeneration, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Synapse, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM4,G-protein coupled receptor 1,"Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Synapse, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC5A7_CHRM5,Acetylcholine-Ach-CHAT_SLC5A7_CHRM5,Ach,Ach-CHAT_SLC5A7,CHRM5,,,,,Neurotransmitter,Ach-(CHAT+SLC5A7) - CHRM5,PMID: 33674322;PMID: 25176177 ,TRUE,"SLC5A7, CHAT","Sodium:solute symporter (SSF) (TC 2.A.21), Carnitine/choline acetyltransferase","Synapse, Membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Transmembrane, Neuropathy, Symport, Sodium transport, Glycoprotein, Disease variant, Ion transport, Sodium, Reference proteome, Congenital myasthenic syndrome, Neurodegeneration, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Synapse, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,CHRM5,G-protein coupled receptor 1,"Postsynaptic cell membrane, Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Transmembrane, Receptor, Postsynaptic cell membrane, Synapse, G-protein coupled receptor, 3D-structure, Glycoprotein",Receptors,GPCR;Rhodopsin,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A1_2B1DE,Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A1_2B1DE,Ach,Ach-CHAT_SLC5A7,CHRN_A1_2B1DE,,,,,Neurotransmitter,Ach-(CHAT+SLC5A7) - CHRN - A1 - 2B1DE,PMID: 33674322;uniprot;reactome;IUPHAR,TRUE,"SLC5A7, CHAT","Sodium:solute symporter (SSF) (TC 2.A.21), Carnitine/choline acetyltransferase","Synapse, Membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Transmembrane, Neuropathy, Symport, Sodium transport, Glycoprotein, Disease variant, Ion transport, Sodium, Reference proteome, Congenital myasthenic syndrome, Neurodegeneration, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Synapse, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,"CHRNA1, CHRNB1, CHRND, CHRNE",Ligand-gated ion channel (TC 1.A.9),"Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Congenital myasthenic syndrome, Cell membrane, Transmembrane helix, Transport, Direct protein sequencing, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Phosphoprotein",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A1_2B1DG,Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A1_2B1DG,Ach,Ach-CHAT_SLC5A7,CHRN_A1_2B1DG,,,,,Neurotransmitter,Ach-(CHAT+SLC5A7) - CHRN - A1 - 2B1DG,PMID: 33674322;uniprot;reactome;IUPHAR,TRUE,"SLC5A7, CHAT","Sodium:solute symporter (SSF) (TC 2.A.21), Carnitine/choline acetyltransferase","Synapse, Membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Transmembrane, Neuropathy, Symport, Sodium transport, Glycoprotein, Disease variant, Ion transport, Sodium, Reference proteome, Congenital myasthenic syndrome, Neurodegeneration, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Synapse, Acyltransferase, Direct protein sequencing, Alternative splicing, 3D-structure, Transferase",,FALSE,"CHRNA1, CHRNB1, CHRND, CHRNG",Ligand-gated ion channel (TC 1.A.9),"Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Congenital myasthenic syndrome, Cell membrane, Transmembrane helix, Transport, Direct protein sequencing, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Phosphoprotein",Transporters,Channels;Ligand_gated_ion_channels;cys-loop,,,TRUE,CellChatDB v2
